ticket,cost,month,location_from,location_to,duration,distance,assistance,energy_used,energy_collected
single,0.05,6,SATAMA,SATAMA,12,0,0,0.0,0.0
savonia,0.0,9,MICROTEKNIA,TEATTERI,847,2270,1,17.3,6.9
single,0.55,8,SATAMA,TEATTERI,639,1670,1,21.7,0.3
season,0.0,6,RYPYSUO,SNELLMANIA,1033,3970,1,24.2,5.4
single,0.45,6,VÄINÖLÄNNIEMI,TORI,489,1590,1,16.1,1.8
single,0.5,7,SATAMA,TORI,577,940,1,14.2,0.9
season,0.0,6,TORI,TORI,8,0,0,0.0,0.0
single,0.55,6,TEATTERI,SATAMA,615,1850,1,6.2,8.4
season,0.0,6,SNELLMANIA,TORI,632,5110,1,40.8,6.9
savonia,0.0,9,SNELLMANIA,SNELLMANIA,4,0,1,0.0,0.0
single,0.05,7,MICROTEKNIA,MICROTEKNIA,8,0,0,0.0,0.0
single,0.2,7,TORI,SATAMA,207,1000,1,3.4,5.4
season,0.0,6,TORI,TEATTERI,229,710,1,5.9,0.6
season,0.0,5,RYPYSUO,RYPYSUO,1520,1920,1,16.9,16.5
season,0.0,8,KYS,VÄINÖLÄNNIEMI,887,3780,1,24.1,21.3
single,0.45,7,VÄINÖLÄNNIEMI,TORI,524,1740,1,19.0,0.9
single,0.5,7,SNELLMANIA,TORI,560,2690,1,16.7,6.9
season,0.0,7,TEATTERI,TEATTERI,1159,3090,1,20.7,9.6
single,0.15,7,TEATTERI,TORI,160,710,1,2.8,2.7
single,0.25,6,SATAMA,TORI,262,980,1,7.5,2.1
season,0.0,8,MICROTEKNIA,MICROTEKNIA,47,0,1,0.0,0.0
season,0.0,9,TORI,VÄINÖLÄNNIEMI,351,1540,1,10.0,11.1
season,0.0,9,TEATTERI,TORI,221,800,1,4.7,3.3
single,0.35,9,TORI,KYS,380,1830,1,14.7,4.5
season,0.0,6,TORI,SATAMA,1672,4670,1,33.6,12.9
season,0.0,7,TORI,TORI,1020,1640,1,19.0,9.6
savonia,0.0,9,MICROTEKNIA,TEATTERI,506,2360,1,15.0,8.1
single,1.15,7,VÄINÖLÄNNIEMI,TORI,1367,910,1,9.3,1.2
season,0.0,7,TORI,TORI,53,0,1,0.0,0.0
savonia,0.0,9,MICROTEKNIA,TEATTERI,513,2340,1,21.3,3.0
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,573,300,1,2.9,1.2
single,0.25,6,TORI,SATAMA,263,950,1,4.9,12.6
single,0.65,7,RYPYSUO,TORI,770,4230,1,24.0,9.0
single,0.7,5,TORI,RYPYSUO,804,4210,1,23.2,13.8
savonia,0.0,10,TORI,TORI,548,2020,1,20.2,5.7
single,0.4,9,TORI,KYS,439,1870,1,13.9,5.4
single,0.2,5,TEATTERI,TORI,203,710,0,0.0,1.2
single,0.3,7,TORI,SATAMA,304,1160,1,4.3,7.5
single,0.15,9,TORI,TEATTERI,144,710,1,5.1,0.3
season,0.0,10,TORI,VÄINÖLÄNNIEMI,892,4250,1,44.4,5.4
single,0.65,4,SATAMA,SATAMA,768,3100,1,24.1,9.3
savonia,0.0,9,SNELLMANIA,SNELLMANIA,191,440,1,8.0,0.0
season,0.0,9,TORI,TORI,1457,1870,1,13.8,6.3
single,0.25,7,TORI,SATAMA,260,930,1,3.0,5.4
season,0.0,8,PETONEN,PETONEN,147,0,1,0.0,0.0
season,0.0,9,MICROTEKNIA,KYS,439,1000,1,14.1,0.3
single,0.1,6,SATAMA,SATAMA,99,50,1,0.3,0.0
single,0.15,6,TORI,TEATTERI,150,700,1,6.2,0.3
season,0.0,7,VÄINÖLÄNNIEMI,SATAMA,432,840,1,8.4,1.2
season,0.0,5,KYS,RYPYSUO,601,3160,1,32.6,4.5
season,0.0,5,PETONEN,TORI,1615,8550,1,62.0,4.8
season,0.0,7,TORI,SATAMA,818,1420,1,6.9,6.6
single,0.2,5,UIMAHALLI,TORI,189,870,1,3.6,3.6
single,0.2,6,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,198,0,1,0.0,0.0
season,0.0,7,VÄINÖLÄNNIEMI,MICROTEKNIA,948,4950,1,36.2,12.9
single,0.65,8,TORI,TORI,731,1320,0,0.0,1.2
savonia,0.0,10,SATAMA,TORI,254,930,1,17.0,0.9
season,0.0,9,SATAMA,SATAMA,314,440,1,5.6,0.0
single,0.55,8,KYS,TORI,647,2090,1,16.1,5.4
single,0.2,8,TORI,TEATTERI,238,710,0,0.0,0.0
season,0.0,6,MICROTEKNIA,VÄINÖLÄNNIEMI,1245,5920,1,34.3,9.6
single,0.05,6,TORI,TORI,14,0,1,0.0,0.0
single,0.2,7,VÄINÖLÄNNIEMI,SATAMA,231,680,0,0.0,0.3
savonia,0.0,10,SNELLMANIA,TORI,749,2740,1,23.6,6.6
single,0.45,5,KYS,TORI,535,1840,1,12.6,10.2
single,0.3,6,TORI,TEATTERI,306,740,0,0.0,0.0
season,0.0,6,TORI,TORI,84,0,1,0.0,0.0
season,0.0,7,TORI,SATAMA,445,1090,1,3.4,4.8
season,0.0,6,VÄINÖLÄNNIEMI,TORI,1555,2550,0,0.0,3.3
season,0.0,7,SATAMA,SATAMA,549,1910,1,11.3,2.1
single,0.45,10,TEATTERI,TEATTERI,528,2140,1,21.7,5.1
season,0.0,5,TEATTERI,TEATTERI,33,0,0,0.0,0.0
single,0.65,8,RYPYSUO,RYPYSUO,778,3140,1,30.5,12.3
single,0.1,7,SATAMA,SATAMA,112,0,1,0.0,0.0
season,0.0,8,TEATTERI,TEATTERI,1334,7190,1,41.0,14.7
season,0.0,7,TORI,KYS,504,1910,1,18.3,2.1
single,0.55,8,TORI,MICROTEKNIA,628,3160,1,21.0,7.5
season,0.0,9,KYS,TEATTERI,462,1180,1,8.9,2.1
season,0.0,6,TORI,RYPYSUO,1046,4210,1,41.1,7.5
season,0.0,6,SATAMA,VÄINÖLÄNNIEMI,338,800,1,4.6,0.0
single,0.05,5,TEATTERI,TEATTERI,3,0,0,0.0,0.0
savonia,0.0,10,SNELLMANIA,MICROTEKNIA,167,460,1,8.0,0.3
single,1.65,6,VÄINÖLÄNNIEMI,PETONEN,1965,9600,1,79.8,10.2
single,0.35,8,KYS,MICROTEKNIA,371,1500,1,15.4,7.2
savonia,0.0,9,MICROTEKNIA,SNELLMANIA,451,830,1,2.5,8.4
single,0.4,7,TEATTERI,SNELLMANIA,476,1970,0,0.0,4.5
single,0.6,4,MICROTEKNIA,TORI,670,3070,1,21.4,5.7
season,0.0,7,SATAMA,TORI,257,950,1,11.2,3.6
single,0.7,9,TORI,SNELLMANIA,793,2550,1,17.8,12.9
season,0.0,10,TORI,TORI,771,2430,1,20.9,9.9
season,0.0,5,RYPYSUO,KYS,614,3080,1,24.9,10.8
season,0.0,5,TEATTERI,TORI,215,710,0,0.0,1.2
season,0.0,9,TORI,TORI,1128,2660,1,26.4,3.3
savonia,0.0,9,TORI,TORI,51,0,1,0.0,0.0
season,0.0,9,TORI,TORI,750,2610,1,35.8,7.8
season,0.0,5,SATAMA,UIMAHALLI,489,1840,1,22.7,5.1
savonia,0.0,10,SATAMA,SATAMA,194,1010,1,7.7,0.9
single,0.45,8,VÄINÖLÄNNIEMI,TORI,502,-1340,1,0.0,0.0
season,0.0,7,MICROTEKNIA,TORI,771,3220,1,29.2,11.1
season,0.0,8,PETONEN,MICROTEKNIA,1640,7990,1,77.7,7.2
season,0.0,6,TORI,TORI,380,2110,1,8.9,3.0
single,0.6,4,RYPYSUO,SNELLMANIA,694,3870,1,15.1,4.2
season,0.0,6,TEATTERI,SATAMA,439,1660,1,7.5,10.2
season,0.0,4,TORI,TORI,4,0,0,0.0,0.0
single,1.4,8,TORI,TORI,1673,5800,1,53.9,35.7
single,1.3,6,RYPYSUO,SATAMA,1556,5040,1,31.2,20.4
single,0.05,5,TORI,TORI,42,0,0,0.0,0.0
single,1.35,6,PETONEN,KYS,1562,8510,1,47.3,10.8
season,0.0,6,TORI,SATAMA,351,1400,0,0.0,0.9
single,0.55,6,MICROTEKNIA,TORI,629,3150,1,18.7,6.0
single,0.3,7,SATAMA,TORI,314,930,1,13.0,1.5
season,0.0,7,MICROTEKNIA,RYPYSUO,1145,4380,0,0.0,5.7
season,0.0,8,TORI,TORI,75,0,1,0.0,0.0
single,0.05,5,UIMAHALLI,UIMAHALLI,30,0,0,0.0,0.0
season,0.0,7,TORI,SATAMA,260,950,1,5.0,7.2
season,0.0,6,UIMAHALLI,TORI,245,900,1,6.5,3.0
single,0.15,8,SNELLMANIA,MICROTEKNIA,140,430,0,0.0,0.3
single,0.15,7,SATAMA,SATAMA,146,180,0,0.0,0.6
single,0.05,5,TORI,TORI,5,0,1,0.0,0.0
single,0.05,5,TEATTERI,TEATTERI,17,0,0,0.0,0.0
single,0.2,7,TORI,SATAMA,202,920,1,2.5,5.4
single,2.7,6,TORI,VÄINÖLÄNNIEMI,3193,5580,1,35.5,24.6
season,0.0,7,PETONEN,PETONEN,60,20,1,0.2,0.0
savonia,0.0,10,KYS,MICROTEKNIA,306,1430,1,9.3,1.8
season,0.0,7,TORI,TEATTERI,1304,2810,1,21.6,4.2
single,2.05,5,TORI,TORI,2457,2970,1,25.4,9.3
season,0.0,5,KYS,SATAMA,1251,3560,1,19.3,13.2
season,0.0,9,TORI,UIMAHALLI,628,0,1,0.0,0.0
single,0.9,5,MICROTEKNIA,MICROTEKNIA,1030,0,1,0.0,0.0
season,0.0,5,SATAMA,TORI,247,910,0,0.0,0.6
single,0.4,5,SATAMA,TEATTERI,470,1620,1,17.2,2.1
season,0.0,6,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,15,0,0,0.0,0.0
season,0.0,9,TORI,TORI,433,2200,1,10.3,7.2
single,0.5,8,MICROTEKNIA,KYS,584,1870,1,14.3,10.2
single,0.7,7,SATAMA,KYS,807,3010,1,25.2,5.1
season,0.0,8,KYS,KYS,7,0,1,0.0,0.0
single,0.35,7,SATAMA,TORI,377,920,0,0.0,0.0
season,0.0,5,TORI,VÄINÖLÄNNIEMI,585,2160,1,12.7,9.3
season,0.0,10,SATAMA,SATAMA,49,0,1,0.0,0.0
single,0.25,9,KYS,UIMAHALLI,266,0,1,0.0,0.0
single,0.05,8,MICROTEKNIA,MICROTEKNIA,8,0,1,0.0,0.0
single,0.2,8,TORI,SATAMA,231,920,1,3.6,8.7
savonia,0.0,10,TORI,TORI,1437,3160,1,28.5,7.8
season,0.0,7,KYS,KYS,46,0,0,0.0,0.0
single,0.2,8,TORI,TORI,227,0,1,0.0,0.0
season,0.0,5,SATAMA,VÄINÖLÄNNIEMI,196,650,1,5.5,0.0
single,0.25,7,KYS,KYS,259,1200,1,4.9,2.7
single,0.35,6,SATAMA,VÄINÖLÄNNIEMI,369,770,0,0.0,0.3
season,0.0,6,VÄINÖLÄNNIEMI,SATAMA,191,680,1,5.4,0.3
season,0.0,6,VÄINÖLÄNNIEMI,TORI,422,1500,1,13.2,2.4
season,0.0,7,KYS,TEATTERI,342,1130,0,0.0,2.7
season,0.0,5,SATAMA,TORI,272,940,1,9.2,0.9
season,0.0,7,RYPYSUO,TORI,956,1210,1,5.8,5.1
single,0.55,4,SNELLMANIA,TORI,646,2670,1,28.5,0.9
season,0.0,5,RYPYSUO,RYPYSUO,44,0,1,0.0,0.0
season,0.0,7,KYS,TORI,487,1840,1,11.0,4.8
season,0.0,5,SATAMA,TORI,288,930,0,0.0,0.3
season,0.0,5,TORI,TORI,33,0,1,0.0,0.0
single,0.05,5,MICROTEKNIA,MICROTEKNIA,24,0,1,0.0,0.0
single,0.3,7,SATAMA,TORI,308,970,1,13.2,0.9
single,0.4,4,SATAMA,TEATTERI,428,1840,1,19.2,3.3
single,0.4,6,SATAMA,VÄINÖLÄNNIEMI,423,910,1,5.2,0.6
season,0.0,5,MICROTEKNIA,KYS,361,1500,1,12.3,4.5
single,0.05,5,TORI,TORI,14,0,0,0.0,0.0
season,0.0,8,TORI,TORI,119,0,1,0.0,0.0
single,0.05,5,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,16,0,0,0.0,0.0
single,0.05,8,TORI,TORI,11,0,1,0.0,0.0
season,0.0,5,TORI,VÄINÖLÄNNIEMI,377,1550,1,7.0,3.9
single,0.05,4,RYPYSUO,RYPYSUO,23,0,0,0.0,0.0
season,0.0,6,SATAMA,SATAMA,1167,1340,1,8.3,0.9
single,1.5,8,PETONEN,SATAMA,1749,10800,1,44.9,10.5
season,0.0,5,TORI,SATAMA,245,1020,1,5.7,9.3
single,0.5,5,TORI,SNELLMANIA,556,2610,1,12.3,8.4
single,0.05,7,SATAMA,SATAMA,1,0,0,0.0,0.0
season,0.0,5,TEATTERI,TORI,213,720,1,5.2,1.2
season,0.0,5,SATAMA,TORI,252,930,1,9.1,1.2
season,1.0,8,TORI,SATAMA,1856,2770,1,22.4,7.5
season,0.0,5,TORI,VÄINÖLÄNNIEMI,1072,2580,1,12.2,6.3
season,0.0,8,RYPYSUO,SATAMA,836,5060,1,35.2,2.7
savonia,0.0,9,TORI,TEATTERI,195,700,1,4.8,0.9
single,0.75,5,TORI,VÄINÖLÄNNIEMI,874,2400,0,0.0,9.0
single,0.25,6,SATAMA,TORI,263,910,1,14.2,1.2
single,0.45,6,SATAMA,TEATTERI,501,1680,1,20.4,0.9
savonia,0.0,10,SATAMA,MICROTEKNIA,1105,2730,1,40.9,17.4
season,0.0,6,VÄINÖLÄNNIEMI,TEATTERI,550,2180,1,20.0,1.8
single,0.35,6,VÄINÖLÄNNIEMI,SATAMA,394,760,1,6.8,0.0
season,0.0,5,MICROTEKNIA,MICROTEKNIA,27,0,1,0.0,0.0
single,0.15,5,TORI,TORI,137,0,1,0.0,0.0
savonia,0.0,9,KYS,MICROTEKNIA,393,1610,1,12.8,8.1
single,0.05,7,TORI,TORI,23,0,0,0.0,0.0
single,0.55,5,KYS,TORI,636,1900,1,13.1,4.5
season,0.0,6,SATAMA,TORI,444,1060,1,10.7,1.2
single,0.3,6,TEATTERI,SATAMA,324,1660,1,4.7,8.1
season,0.0,7,MICROTEKNIA,KYS,348,1490,1,11.3,6.6
season,0.0,6,TEATTERI,VÄINÖLÄNNIEMI,586,2290,1,13.3,12.6
season,0.0,6,SATAMA,VÄINÖLÄNNIEMI,138,660,1,2.4,0.6
season,0.0,10,PETONEN,PETONEN,37,0,1,0.0,0.0
single,0.25,5,MICROTEKNIA,MICROTEKNIA,249,10,1,0.1,0.0
season,0.0,7,TEATTERI,VÄINÖLÄNNIEMI,574,2250,1,13.2,5.1
single,0.1,7,TORI,TORI,107,40,1,0.6,0.0
single,0.2,5,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,203,-30,1,0.1,0.0
season,0.0,10,UIMAHALLI,KYS,259,1060,1,10.1,4.5
season,0.0,10,TEATTERI,KYS,351,1150,1,8.3,5.4
season,0.0,6,TORI,TORI,3,0,0,0.0,0.0
single,0.7,7,TORI,RYPYSUO,834,4290,1,32.9,1.5
single,0.3,5,SATAMA,TORI,312,930,0,0.0,0.0
season,0.0,7,TORI,VÄINÖLÄNNIEMI,292,0,1,0.0,0.0
season,0.0,8,TORI,TORI,666,2590,1,32.8,14.1
season,0.0,6,TORI,SATAMA,634,2650,1,14.7,9.0
single,0.45,7,TORI,VÄINÖLÄNNIEMI,528,1540,1,7.8,6.3
season,0.0,8,TORI,RYPYSUO,662,4260,1,18.6,2.7
season,0.0,9,SNELLMANIA,TORI,587,2670,1,19.7,2.1
single,0.35,9,KYS,TORI,376,1940,1,9.8,5.4
season,0.0,7,VÄINÖLÄNNIEMI,TORI,1383,3170,1,27.5,4.2
season,0.0,10,KYS,MICROTEKNIA,350,1440,1,11.2,5.4
single,0.2,5,TORI,UIMAHALLI,206,1120,1,9.6,0.6
single,0.2,6,VÄINÖLÄNNIEMI,SATAMA,234,800,1,5.5,0.9
season,0.0,6,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,581,2290,1,11.8,1.8
single,0.5,6,TORI,VÄINÖLÄNNIEMI,569,1610,0,0.0,8.7
season,0.0,5,SATAMA,SATAMA,694,0,0,0.0,0.0
season,0.0,8,SATAMA,SATAMA,15,0,1,0.0,0.0
single,0.2,10,UIMAHALLI,TORI,225,900,1,8.0,0.0
season,0.0,7,SNELLMANIA,TORI,971,3360,1,21.6,6.6
single,0.4,7,TORI,TORI,450,1960,1,16.0,5.7
single,0.15,6,SATAMA,SATAMA,155,60,1,0.9,0.0
season,0.0,7,SATAMA,SATAMA,760,1380,1,16.6,0.9
season,0.0,6,TORI,SATAMA,351,1400,0,0.0,0.9
season,0.0,7,TORI,SATAMA,382,1150,0,0.0,5.4
single,0.05,4,SATAMA,SATAMA,11,0,1,0.0,0.0
single,0.35,6,VÄINÖLÄNNIEMI,TORI,385,1470,1,15.7,4.2
season,0.0,7,TEATTERI,TORI,229,700,1,0.9,2.4
season,0.0,6,KYS,KYS,59,0,0,0.0,0.0
season,0.0,6,SATAMA,SATAMA,955,3820,1,45.0,7.8
season,0.0,6,TORI,TEATTERI,419,1330,1,9.8,3.6
season,0.0,6,VÄINÖLÄNNIEMI,SATAMA,456,920,1,4.5,0.3
single,0.05,5,TORI,TORI,20,0,0,0.0,0.0
savonia,0.0,9,MICROTEKNIA,SNELLMANIA,200,730,1,3.3,2.1
season,0.0,6,TORI,TORI,27,0,0,0.0,0.0
single,0.05,6,TORI,TORI,45,140,0,0.0,0.0
savonia,0.0,10,TORI,MICROTEKNIA,625,3120,1,21.8,9.6
single,0.45,7,VÄINÖLÄNNIEMI,TEATTERI,507,2310,1,25.3,3.0
season,0.0,6,TORI,TORI,21,0,1,0.0,0.0
single,0.05,9,TORI,TORI,42,0,1,0.0,0.0
season,0.0,5,UIMAHALLI,RYPYSUO,1179,5410,1,34.2,11.7
single,0.25,9,SNELLMANIA,SNELLMANIA,267,0,0,0.0,0.0
season,0.0,7,MICROTEKNIA,MICROTEKNIA,1266,1830,1,15.4,11.1
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,44,0,1,0.0,0.0
savonia,0.0,9,RYPYSUO,MICROTEKNIA,889,4700,1,30.0,8.7
single,0.4,6,VÄINÖLÄNNIEMI,TORI,468,1630,1,14.0,5.1
season,0.0,6,TORI,RYPYSUO,807,4210,1,31.4,5.1
savonia,0.0,9,MICROTEKNIA,TORI,667,3000,1,18.8,11.1
single,0.2,10,TORI,TEATTERI,204,700,1,3.8,0.9
savonia,0.0,10,TORI,SATAMA,252,940,1,4.1,7.5
season,0.0,6,KYS,SNELLMANIA,828,1040,1,3.7,4.5
season,0.0,5,VÄINÖLÄNNIEMI,TORI,868,1600,1,19.1,2.4
season,0.0,8,TORI,TORI,1002,2640,1,24.9,10.2
season,0.0,5,TORI,RYPYSUO,1140,4190,1,26.1,9.0
season,0.0,7,SATAMA,TORI,469,940,1,13.5,0.9
season,0.0,6,RYPYSUO,TORI,941,5140,1,20.5,4.8
savonia,0.0,9,VÄINÖLÄNNIEMI,TORI,986,1520,1,16.8,0.6
season,0.0,7,MICROTEKNIA,SNELLMANIA,118,430,1,1.1,5.7
savonia,0.0,10,MICROTEKNIA,TORI,656,3000,1,19.6,15.0
season,0.0,10,PETONEN,PETONEN,49,90,0,0.0,0.0
season,0.0,6,RYPYSUO,TORI,1556,4290,1,31.8,9.0
single,0.7,6,MICROTEKNIA,RYPYSUO,809,4370,1,25.3,9.3
season,0.0,9,UIMAHALLI,TORI,315,920,0,0.0,0.6
single,0.05,5,PETONEN,PETONEN,16,0,1,0.0,0.0
season,0.0,7,VÄINÖLÄNNIEMI,SATAMA,227,680,0,0.0,0.0
season,0.0,6,RYPYSUO,SNELLMANIA,990,3950,0,0.0,6.6
single,0.3,10,SATAMA,TORI,347,930,1,13.4,0.3
season,0.0,8,TORI,TORI,378,1960,1,9.3,2.7
single,0.25,5,SATAMA,TORI,260,930,1,11.1,0.9
season,0.0,8,KYS,TORI,809,2810,1,19.1,11.1
season,0.0,5,UIMAHALLI,UIMAHALLI,34,0,1,0.0,0.0
savonia,0.0,9,MICROTEKNIA,TORI,748,3060,1,26.8,12.9
season,0.0,7,TORI,VÄINÖLÄNNIEMI,474,1610,1,8.4,6.6
single,0.35,6,SATAMA,TORI,383,920,0,0.0,0.6
single,0.55,6,VÄINÖLÄNNIEMI,TORI,630,1540,0,0.0,1.2
season,0.0,6,TORI,TORI,159,170,1,0.9,0.6
season,0.0,6,KYS,KYS,50,70,1,0.7,0.3
single,0.55,9,SNELLMANIA,SNELLMANIA,634,2670,1,12.4,6.9
savonia,0.0,9,SNELLMANIA,MICROTEKNIA,193,710,1,7.8,0.3
single,0.05,7,TORI,TORI,47,0,0,0.0,0.0
single,0.3,9,KYS,UIMAHALLI,354,1340,1,10.8,5.4
single,0.25,7,TORI,SATAMA,275,910,0,0.0,3.9
season,0.0,6,TORI,SNELLMANIA,579,2720,1,15.4,3.6
single,1.0,7,TORI,RYPYSUO,1191,4300,1,39.9,17.4
single,0.1,5,TORI,TORI,72,30,1,0.3,0.0
savonia,0.0,10,RYPYSUO,RYPYSUO,7,0,1,0.0,0.0
season,0.0,5,TORI,UIMAHALLI,379,950,0,0.0,0.9
season,0.0,7,SATAMA,SATAMA,649,30,1,0.2,0.0
single,0.5,5,SATAMA,TEATTERI,570,1710,1,16.2,3.0
season,0.0,8,TORI,MICROTEKNIA,811,3180,1,31.4,8.1
single,0.2,6,TORI,TORI,216,10,0,0.0,0.0
single,0.05,5,TEATTERI,TEATTERI,40,0,1,0.0,0.0
single,0.45,6,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,533,0,1,0.0,0.0
single,0.45,7,UIMAHALLI,MICROTEKNIA,500,2320,1,14.7,5.4
season,0.0,8,SATAMA,SATAMA,6,0,0,0.0,0.0
single,1.3,8,UIMAHALLI,TORI,1550,6530,1,47.2,9.3
season,0.0,7,RYPYSUO,SATAMA,1295,5130,1,34.1,20.4
savonia,0.0,9,MICROTEKNIA,TORI,793,3040,1,20.5,9.3
single,0.4,6,SATAMA,TORI,464,1010,1,12.1,0.9
season,0.0,7,KYS,MICROTEKNIA,565,1500,1,13.2,8.4
savonia,0.0,9,PETONEN,PETONEN,79,50,1,0.6,0.0
single,0.05,5,TEATTERI,TEATTERI,18,0,1,0.0,0.0
season,0.0,7,TORI,TORI,121,10,1,0.1,0.0
single,3.4,6,TORI,TORI,4023,18690,1,104.9,27.3
single,0.65,6,TORI,VÄINÖLÄNNIEMI,758,1600,1,8.6,9.3
season,0.0,9,UIMAHALLI,MICROTEKNIA,806,2530,1,23.2,7.2
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,647,1100,1,8.2,4.8
season,0.0,6,UIMAHALLI,TEATTERI,319,0,0,0.0,0.0
season,0.0,7,TORI,TORI,100,0,1,0.0,0.0
single,0.15,5,TORI,TEATTERI,144,690,1,3.8,0.0
single,0.8,5,MICROTEKNIA,RYPYSUO,918,4430,1,32.0,12.3
season,0.0,6,MICROTEKNIA,MICROTEKNIA,18,0,1,0.0,0.0
season,0.0,7,RYPYSUO,VÄINÖLÄNNIEMI,1126,6160,1,41.8,17.1
season,0.0,6,SNELLMANIA,MICROTEKNIA,143,440,1,9.1,0.6
single,6.95,7,PETONEN,PETONEN,8292,19740,1,184.3,63.3
season,0.0,7,SATAMA,MICROTEKNIA,928,4290,1,43.5,4.2
season,0.0,5,MICROTEKNIA,TORI,877,3060,1,28.6,9.0
single,0.2,7,KYS,TEATTERI,216,1130,1,7.2,3.0
season,0.0,8,TORI,SATAMA,276,930,1,3.8,5.4
season,1.0,6,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,2422,7110,1,36.0,9.9
season,0.0,6,TORI,VÄINÖLÄNNIEMI,452,1620,1,10.7,3.3
single,0.5,5,TORI,SATAMA,542,950,0,0.0,2.1
savonia,0.0,10,VÄINÖLÄNNIEMI,MICROTEKNIA,1067,4630,1,39.8,5.7
season,0.0,5,MICROTEKNIA,MICROTEKNIA,53,0,1,0.0,0.0
single,0.8,6,TORI,VÄINÖLÄNNIEMI,959,1540,1,7.1,8.1
season,0.0,6,KYS,MICROTEKNIA,1122,1910,0,0.0,6.9
season,0.0,7,SATAMA,TORI,543,1110,1,10.4,0.9
savonia,0.0,9,MICROTEKNIA,SNELLMANIA,145,690,1,2.8,6.6
season,0.0,8,TORI,VÄINÖLÄNNIEMI,550,1610,1,7.2,3.9
season,0.0,8,TORI,TORI,126,20,1,0.2,0.0
season,0.0,8,KYS,TORI,390,1840,1,11.9,3.0
single,0.75,6,TORI,SNELLMANIA,848,2690,1,21.1,8.4
single,0.1,9,TORI,TORI,72,10,1,0.0,0.0
savonia,0.0,10,MICROTEKNIA,TORI,798,3020,1,28.2,10.2
season,0.0,6,VÄINÖLÄNNIEMI,TORI,645,1690,1,17.5,1.5
single,0.05,6,TORI,TORI,45,0,1,0.0,0.0
single,0.25,9,SATAMA,TORI,255,950,1,9.4,1.5
season,0.0,6,TORI,SATAMA,1262,1480,1,6.9,4.5
season,0.0,6,TORI,TORI,57,0,0,0.0,0.0
season,0.0,6,TORI,TORI,822,840,1,4.7,2.7
season,0.0,8,KYS,TORI,502,1860,0,0.0,3.9
season,0.0,7,VÄINÖLÄNNIEMI,SATAMA,187,810,1,4.6,2.4
season,0.0,6,TEATTERI,SATAMA,468,1640,0,0.0,10.5
single,0.5,7,RYPYSUO,RYPYSUO,545,1180,1,9.1,5.4
single,0.2,5,TORI,SATAMA,194,930,1,4.3,7.5
single,0.05,5,SATAMA,SATAMA,3,0,0,0.0,0.0
single,0.05,10,UIMAHALLI,UIMAHALLI,49,0,1,0.0,0.0
season,0.0,10,SATAMA,VÄINÖLÄNNIEMI,270,890,1,9.4,0.0
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,330,1430,1,16.8,0.0
season,0.0,5,TORI,SATAMA,218,960,1,2.8,3.9
season,0.0,7,PETONEN,PETONEN,121,10,1,0.1,0.0
single,0.35,6,UIMAHALLI,TORI,391,880,0,0.0,1.5
single,0.3,6,SATAMA,TORI,334,0,1,0.0,0.0
season,0.0,6,KYS,TORI,464,2070,1,13.4,7.5
single,0.3,8,TEATTERI,SNELLMANIA,334,2000,1,4.8,6.9
savonia,0.0,9,MICROTEKNIA,TEATTERI,660,2620,1,23.7,6.3
single,0.35,6,TORI,VÄINÖLÄNNIEMI,400,1510,1,10.6,8.7
single,0.05,7,TORI,TORI,59,20,1,0.3,0.0
season,0.0,5,SATAMA,SATAMA,12,0,0,0.0,0.0
single,0.8,6,RYPYSUO,SATAMA,951,5290,1,34.4,6.0
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,950,3610,1,27.6,9.0
single,2.0,9,TORI,PETONEN,2365,9190,1,69.8,20.7
season,0.0,6,TORI,TORI,111,0,1,0.0,0.0
season,0.0,9,UIMAHALLI,UIMAHALLI,399,1480,1,9.2,6.6
season,0.0,9,MICROTEKNIA,SNELLMANIA,122,450,1,2.0,5.1
season,0.0,8,MICROTEKNIA,TEATTERI,487,2410,1,18.7,7.5
season,0.0,6,TEATTERI,SATAMA,533,1750,1,8.6,9.6
single,0.2,5,TEATTERI,TORI,186,710,1,5.4,1.5
single,1.0,8,RYPYSUO,RYPYSUO,1157,4570,1,38.3,24.3
season,0.0,7,SATAMA,SATAMA,17,0,0,0.0,0.0
single,0.45,7,MICROTEKNIA,TEATTERI,490,2400,1,16.9,7.8
savonia,0.0,9,MICROTEKNIA,KYS,459,1900,1,14.8,10.8
single,2.25,6,SATAMA,PETONEN,2648,10840,1,66.3,22.8
single,0.55,7,VÄINÖLÄNNIEMI,TORI,602,1610,1,17.2,0.9
single,0.45,7,VÄINÖLÄNNIEMI,TORI,495,1580,1,15.0,3.0
single,0.25,10,SATAMA,TORI,259,940,1,11.1,1.2
